,index,name,image_url,rating,artist,movement,description
151,251,The Kiss,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Gustav+Klimt/The+Kiss.jpg,10.0,Gustav Klimt,Art Nouveau,"Art Nouveau (/ˌɑːrt nuːˈvoʊ, ˌɑːr/; French: [aʁ nuvo]) is an international style of art, architecture, and applied art, especially the decorative arts. The style is known by different names in different languages: Jugendstil in German, Stile Liberty in Italian, Modernisme in Catalan, and also known as the Modern Style in English. It was popular between 1890 and 1910 during the Belle Époque period,[1] and was a reaction against the academic art, eclecticism and historicism of 19th century architecture and decoration. It was often inspired by natural forms such as the sinuous curves of plants and flowers.[2] Other characteristics of Art Nouveau were a sense of dynamism and movement, often given by asymmetry or whiplash lines, and the use of modern materials, particularly iron, glass, ceramics and later concrete, to create unusual forms and larger open spaces.[3]

One major objective of Art Nouveau was to break down the traditional distinction between fine arts (especially painting and sculpture) and applied arts. It was most widely used in interior design, graphic arts, furniture, glass art, textiles, ceramics, jewellery and metal work. The style responded to leading 19-century theoreticians, such as French architect Eugène-Emmanuel Viollet-le-Duc (1814–1879) and British art critic John Ruskin (1819–1900). In Britain, it was influenced by William Morris and the Arts and Crafts movement. German architects and designers sought a spiritually uplifting Gesamtkunstwerk (""total work of art"") that would unify the architecture, furnishings, and art in the interior in a common style, to uplift and inspire the residents.[3]

The first Art Nouveau houses and interior decoration appeared in Brussels in the 1890s, in the architecture and interior design of houses designed by Paul Hankar, Henry van de Velde, and especially Victor Horta, whose Hôtel Tassel was completed in 1893.[4][5][6] It moved quickly to Paris, where it was adapted by Hector Guimard, who saw Horta's work in Brussels and applied the style for the entrances of the new Paris Métro. It reached its peak at the 1900 Paris International Exposition, which introduced the Art Nouveau work of artists such as Louis Tiffany. It appeared in graphic arts in the posters of Alphonse Mucha, and the glassware of René Lalique and Émile Gallé.

From Belgium and France, Art Nouveau spread to the rest of Europe,[citation needed] taking on different names and characteristics in each country (see Naming section below). It often appeared not only in capitals, but also in rapidly growing cities that wanted to establish artistic identities (Turin and Palermo in Italy; Glasgow in Scotland; Munich and Darmstadt in Germany), as well as in centres of independence movements (Helsinki in Finland, then part of the Russian Empire; Barcelona in Catalonia, Spain).

By 1914, and with the beginning of the First World War, Art Nouveau was largely exhausted. In the 1920s, it was replaced as the dominant architectural and decorative art style by Art Deco and then Modernism.[7] The Art Nouveau style began to receive more positive attention from critics in the late 1960s, with a major exhibition of the work of Hector Guimard at the Museum of Modern Art in 1970."
156,259,Beech Forest Buchenwald I,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Gustav+Klimt/Beech+Forest+Buchenwald+I.jpg,10.0,Gustav Klimt,Symbolism,"Symbolism was a late 19th-century art movement of French and Belgian origin in poetry and other arts seeking to represent absolute truths symbolically through language and metaphorical images, mainly as a reaction against naturalism and realism.

In literature, the style originates with the 1857 publication of Charles Baudelaire's Les Fleurs du mal. The works of Edgar Allan Poe, which Baudelaire admired greatly and translated into French, were a significant influence and the source of many stock tropes and images. The aesthetic was developed by Stéphane Mallarmé and Paul Verlaine during the 1860s and 1870s. In the 1880s, the aesthetic was articulated by a series of manifestos and attracted a generation of writers. The term ""symbolist"" was first applied by the critic Jean Moréas, who invented the term to distinguish the Symbolists from the related Decadents of literature and of art."
157,260,Beech Forest Buchenwald I,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Gustav+Klimt/Beech+Forest+Buchenwald+I.jpg,10.0,Gustav Klimt,Art Nouveau,"Art Nouveau (/ˌɑːrt nuːˈvoʊ, ˌɑːr/; French: [aʁ nuvo]) is an international style of art, architecture, and applied art, especially the decorative arts. The style is known by different names in different languages: Jugendstil in German, Stile Liberty in Italian, Modernisme in Catalan, and also known as the Modern Style in English. It was popular between 1890 and 1910 during the Belle Époque period,[1] and was a reaction against the academic art, eclecticism and historicism of 19th century architecture and decoration. It was often inspired by natural forms such as the sinuous curves of plants and flowers.[2] Other characteristics of Art Nouveau were a sense of dynamism and movement, often given by asymmetry or whiplash lines, and the use of modern materials, particularly iron, glass, ceramics and later concrete, to create unusual forms and larger open spaces.[3]

One major objective of Art Nouveau was to break down the traditional distinction between fine arts (especially painting and sculpture) and applied arts. It was most widely used in interior design, graphic arts, furniture, glass art, textiles, ceramics, jewellery and metal work. The style responded to leading 19-century theoreticians, such as French architect Eugène-Emmanuel Viollet-le-Duc (1814–1879) and British art critic John Ruskin (1819–1900). In Britain, it was influenced by William Morris and the Arts and Crafts movement. German architects and designers sought a spiritually uplifting Gesamtkunstwerk (""total work of art"") that would unify the architecture, furnishings, and art in the interior in a common style, to uplift and inspire the residents.[3]

The first Art Nouveau houses and interior decoration appeared in Brussels in the 1890s, in the architecture and interior design of houses designed by Paul Hankar, Henry van de Velde, and especially Victor Horta, whose Hôtel Tassel was completed in 1893.[4][5][6] It moved quickly to Paris, where it was adapted by Hector Guimard, who saw Horta's work in Brussels and applied the style for the entrances of the new Paris Métro. It reached its peak at the 1900 Paris International Exposition, which introduced the Art Nouveau work of artists such as Louis Tiffany. It appeared in graphic arts in the posters of Alphonse Mucha, and the glassware of René Lalique and Émile Gallé.

From Belgium and France, Art Nouveau spread to the rest of Europe,[citation needed] taking on different names and characteristics in each country (see Naming section below). It often appeared not only in capitals, but also in rapidly growing cities that wanted to establish artistic identities (Turin and Palermo in Italy; Glasgow in Scotland; Munich and Darmstadt in Germany), as well as in centres of independence movements (Helsinki in Finland, then part of the Russian Empire; Barcelona in Catalonia, Spain).

By 1914, and with the beginning of the First World War, Art Nouveau was largely exhausted. In the 1920s, it was replaced as the dominant architectural and decorative art style by Art Deco and then Modernism.[7] The Art Nouveau style began to receive more positive attention from critics in the late 1960s, with a major exhibition of the work of Hector Guimard at the Museum of Modern Art in 1970."
158,262,A Field of Poppies,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Gustav+Klimt/A+Field+of+Poppies.jpg,10.0,Gustav Klimt,Symbolism,"Symbolism was a late 19th-century art movement of French and Belgian origin in poetry and other arts seeking to represent absolute truths symbolically through language and metaphorical images, mainly as a reaction against naturalism and realism.

In literature, the style originates with the 1857 publication of Charles Baudelaire's Les Fleurs du mal. The works of Edgar Allan Poe, which Baudelaire admired greatly and translated into French, were a significant influence and the source of many stock tropes and images. The aesthetic was developed by Stéphane Mallarmé and Paul Verlaine during the 1860s and 1870s. In the 1880s, the aesthetic was articulated by a series of manifestos and attracted a generation of writers. The term ""symbolist"" was first applied by the critic Jean Moréas, who invented the term to distinguish the Symbolists from the related Decadents of literature and of art."
159,263,A Field of Poppies,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Gustav+Klimt/A+Field+of+Poppies.jpg,10.0,Gustav Klimt,Art Nouveau,"Art Nouveau (/ˌɑːrt nuːˈvoʊ, ˌɑːr/; French: [aʁ nuvo]) is an international style of art, architecture, and applied art, especially the decorative arts. The style is known by different names in different languages: Jugendstil in German, Stile Liberty in Italian, Modernisme in Catalan, and also known as the Modern Style in English. It was popular between 1890 and 1910 during the Belle Époque period,[1] and was a reaction against the academic art, eclecticism and historicism of 19th century architecture and decoration. It was often inspired by natural forms such as the sinuous curves of plants and flowers.[2] Other characteristics of Art Nouveau were a sense of dynamism and movement, often given by asymmetry or whiplash lines, and the use of modern materials, particularly iron, glass, ceramics and later concrete, to create unusual forms and larger open spaces.[3]

One major objective of Art Nouveau was to break down the traditional distinction between fine arts (especially painting and sculpture) and applied arts. It was most widely used in interior design, graphic arts, furniture, glass art, textiles, ceramics, jewellery and metal work. The style responded to leading 19-century theoreticians, such as French architect Eugène-Emmanuel Viollet-le-Duc (1814–1879) and British art critic John Ruskin (1819–1900). In Britain, it was influenced by William Morris and the Arts and Crafts movement. German architects and designers sought a spiritually uplifting Gesamtkunstwerk (""total work of art"") that would unify the architecture, furnishings, and art in the interior in a common style, to uplift and inspire the residents.[3]

The first Art Nouveau houses and interior decoration appeared in Brussels in the 1890s, in the architecture and interior design of houses designed by Paul Hankar, Henry van de Velde, and especially Victor Horta, whose Hôtel Tassel was completed in 1893.[4][5][6] It moved quickly to Paris, where it was adapted by Hector Guimard, who saw Horta's work in Brussels and applied the style for the entrances of the new Paris Métro. It reached its peak at the 1900 Paris International Exposition, which introduced the Art Nouveau work of artists such as Louis Tiffany. It appeared in graphic arts in the posters of Alphonse Mucha, and the glassware of René Lalique and Émile Gallé.

From Belgium and France, Art Nouveau spread to the rest of Europe,[citation needed] taking on different names and characteristics in each country (see Naming section below). It often appeared not only in capitals, but also in rapidly growing cities that wanted to establish artistic identities (Turin and Palermo in Italy; Glasgow in Scotland; Munich and Darmstadt in Germany), as well as in centres of independence movements (Helsinki in Finland, then part of the Russian Empire; Barcelona in Catalonia, Spain).

By 1914, and with the beginning of the First World War, Art Nouveau was largely exhausted. In the 1920s, it was replaced as the dominant architectural and decorative art style by Art Deco and then Modernism.[7] The Art Nouveau style began to receive more positive attention from critics in the late 1960s, with a major exhibition of the work of Hector Guimard at the Museum of Modern Art in 1970."
182,298,Acqua Mossa,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Gustav+Klimt/Acqua+Mossa.jpg,10.0,Gustav Klimt,Symbolism,"Symbolism was a late 19th-century art movement of French and Belgian origin in poetry and other arts seeking to represent absolute truths symbolically through language and metaphorical images, mainly as a reaction against naturalism and realism.

In literature, the style originates with the 1857 publication of Charles Baudelaire's Les Fleurs du mal. The works of Edgar Allan Poe, which Baudelaire admired greatly and translated into French, were a significant influence and the source of many stock tropes and images. The aesthetic was developed by Stéphane Mallarmé and Paul Verlaine during the 1860s and 1870s. In the 1880s, the aesthetic was articulated by a series of manifestos and attracted a generation of writers. The term ""symbolist"" was first applied by the critic Jean Moréas, who invented the term to distinguish the Symbolists from the related Decadents of literature and of art."
183,299,Acqua Mossa,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Gustav+Klimt/Acqua+Mossa.jpg,10.0,Gustav Klimt,Art Nouveau,"Art Nouveau (/ˌɑːrt nuːˈvoʊ, ˌɑːr/; French: [aʁ nuvo]) is an international style of art, architecture, and applied art, especially the decorative arts. The style is known by different names in different languages: Jugendstil in German, Stile Liberty in Italian, Modernisme in Catalan, and also known as the Modern Style in English. It was popular between 1890 and 1910 during the Belle Époque period,[1] and was a reaction against the academic art, eclecticism and historicism of 19th century architecture and decoration. It was often inspired by natural forms such as the sinuous curves of plants and flowers.[2] Other characteristics of Art Nouveau were a sense of dynamism and movement, often given by asymmetry or whiplash lines, and the use of modern materials, particularly iron, glass, ceramics and later concrete, to create unusual forms and larger open spaces.[3]

One major objective of Art Nouveau was to break down the traditional distinction between fine arts (especially painting and sculpture) and applied arts. It was most widely used in interior design, graphic arts, furniture, glass art, textiles, ceramics, jewellery and metal work. The style responded to leading 19-century theoreticians, such as French architect Eugène-Emmanuel Viollet-le-Duc (1814–1879) and British art critic John Ruskin (1819–1900). In Britain, it was influenced by William Morris and the Arts and Crafts movement. German architects and designers sought a spiritually uplifting Gesamtkunstwerk (""total work of art"") that would unify the architecture, furnishings, and art in the interior in a common style, to uplift and inspire the residents.[3]

The first Art Nouveau houses and interior decoration appeared in Brussels in the 1890s, in the architecture and interior design of houses designed by Paul Hankar, Henry van de Velde, and especially Victor Horta, whose Hôtel Tassel was completed in 1893.[4][5][6] It moved quickly to Paris, where it was adapted by Hector Guimard, who saw Horta's work in Brussels and applied the style for the entrances of the new Paris Métro. It reached its peak at the 1900 Paris International Exposition, which introduced the Art Nouveau work of artists such as Louis Tiffany. It appeared in graphic arts in the posters of Alphonse Mucha, and the glassware of René Lalique and Émile Gallé.

From Belgium and France, Art Nouveau spread to the rest of Europe,[citation needed] taking on different names and characteristics in each country (see Naming section below). It often appeared not only in capitals, but also in rapidly growing cities that wanted to establish artistic identities (Turin and Palermo in Italy; Glasgow in Scotland; Munich and Darmstadt in Germany), as well as in centres of independence movements (Helsinki in Finland, then part of the Russian Empire; Barcelona in Catalonia, Spain).

By 1914, and with the beginning of the First World War, Art Nouveau was largely exhausted. In the 1920s, it was replaced as the dominant architectural and decorative art style by Art Deco and then Modernism.[7] The Art Nouveau style began to receive more positive attention from critics in the late 1960s, with a major exhibition of the work of Hector Guimard at the Museum of Modern Art in 1970."
184,301,Water Serpents I,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Gustav+Klimt/Water+Serpents+I.jpg,10.0,Gustav Klimt,Symbolism,"Symbolism was a late 19th-century art movement of French and Belgian origin in poetry and other arts seeking to represent absolute truths symbolically through language and metaphorical images, mainly as a reaction against naturalism and realism.

In literature, the style originates with the 1857 publication of Charles Baudelaire's Les Fleurs du mal. The works of Edgar Allan Poe, which Baudelaire admired greatly and translated into French, were a significant influence and the source of many stock tropes and images. The aesthetic was developed by Stéphane Mallarmé and Paul Verlaine during the 1860s and 1870s. In the 1880s, the aesthetic was articulated by a series of manifestos and attracted a generation of writers. The term ""symbolist"" was first applied by the critic Jean Moréas, who invented the term to distinguish the Symbolists from the related Decadents of literature and of art."
185,302,Water Serpents I,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Gustav+Klimt/Water+Serpents+I.jpg,10.0,Gustav Klimt,Art Nouveau,"Art Nouveau (/ˌɑːrt nuːˈvoʊ, ˌɑːr/; French: [aʁ nuvo]) is an international style of art, architecture, and applied art, especially the decorative arts. The style is known by different names in different languages: Jugendstil in German, Stile Liberty in Italian, Modernisme in Catalan, and also known as the Modern Style in English. It was popular between 1890 and 1910 during the Belle Époque period,[1] and was a reaction against the academic art, eclecticism and historicism of 19th century architecture and decoration. It was often inspired by natural forms such as the sinuous curves of plants and flowers.[2] Other characteristics of Art Nouveau were a sense of dynamism and movement, often given by asymmetry or whiplash lines, and the use of modern materials, particularly iron, glass, ceramics and later concrete, to create unusual forms and larger open spaces.[3]

One major objective of Art Nouveau was to break down the traditional distinction between fine arts (especially painting and sculpture) and applied arts. It was most widely used in interior design, graphic arts, furniture, glass art, textiles, ceramics, jewellery and metal work. The style responded to leading 19-century theoreticians, such as French architect Eugène-Emmanuel Viollet-le-Duc (1814–1879) and British art critic John Ruskin (1819–1900). In Britain, it was influenced by William Morris and the Arts and Crafts movement. German architects and designers sought a spiritually uplifting Gesamtkunstwerk (""total work of art"") that would unify the architecture, furnishings, and art in the interior in a common style, to uplift and inspire the residents.[3]

The first Art Nouveau houses and interior decoration appeared in Brussels in the 1890s, in the architecture and interior design of houses designed by Paul Hankar, Henry van de Velde, and especially Victor Horta, whose Hôtel Tassel was completed in 1893.[4][5][6] It moved quickly to Paris, where it was adapted by Hector Guimard, who saw Horta's work in Brussels and applied the style for the entrances of the new Paris Métro. It reached its peak at the 1900 Paris International Exposition, which introduced the Art Nouveau work of artists such as Louis Tiffany. It appeared in graphic arts in the posters of Alphonse Mucha, and the glassware of René Lalique and Émile Gallé.

From Belgium and France, Art Nouveau spread to the rest of Europe,[citation needed] taking on different names and characteristics in each country (see Naming section below). It often appeared not only in capitals, but also in rapidly growing cities that wanted to establish artistic identities (Turin and Palermo in Italy; Glasgow in Scotland; Munich and Darmstadt in Germany), as well as in centres of independence movements (Helsinki in Finland, then part of the Russian Empire; Barcelona in Catalonia, Spain).

By 1914, and with the beginning of the First World War, Art Nouveau was largely exhausted. In the 1920s, it was replaced as the dominant architectural and decorative art style by Art Deco and then Modernism.[7] The Art Nouveau style began to receive more positive attention from critics in the late 1960s, with a major exhibition of the work of Hector Guimard at the Museum of Modern Art in 1970."
205,330,"The Grand Canal, Venice 1835",https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Joseph+Mallord+William+Turner/The+Grand+Canal%2C+Venice+1835.jpg,10.0,Joseph Mallord William Turner,Romanticism,"Romanticism (also known as the Romantic movement or Romantic era) was an artistic, literary, musical and intellectual movement that originated in Europe towards the end of the 18th century; in most areas it was at its peak in the approximate period from 1800 to 1850. Romanticism was characterized by its emphasis on emotion and individualism, clandestine literature, paganism, idealization of nature, suspicion of science and industrialization, as well as glorification of the past with a strong preference for the medieval rather than the classical.[1] It was partly a reaction to the Industrial Revolution,[2] the social and political norms of the Age of Enlightenment, but also the scientific rationalization of nature.[3] It was embodied most strongly in the visual arts, music and literature; it had a major impact on historiography,[4] education,[5] chess, social sciences and the natural sciences.[6] It had a significant and complex effect on politics, with romantic thinkers influencing conservatism, liberalism, radicalism and nationalism.[7]

The movement emphasized intense emotion as an authentic source of aesthetic experience, placing new emphasis on such emotions as fear, horror, terror and awe — especially that experienced in confronting the new aesthetic categories of the sublime and beauty of nature.[8][9] It elevated folk art and ancient custom to something noble, but also spontaneity as a desirable characteristic (as in the musical impromptu). In contrast to the rationalism and classicism of the Enlightenment, Romanticism revived medievalism[10] and elements of art and narrative perceived as authentically medieval in an attempt to escape population growth, early urban sprawl, and industrialism.

Although the movement was rooted in the German Sturm und Drang movement, which preferred intuition and emotion to the rationalism of the Enlightenment,[11] the events and ideologies of the French Revolution were also proximate factors since many of the early Romantics were cultural revolutionaries and sympathetic to the revolution.[12] Romanticism assigned a high value to the achievements of ""heroic"" individualists and artists, whose examples, it maintained, would raise the quality of society. It also promoted the individual imagination as a critical authority allowed of freedom from classical notions of form in art. There was a strong recourse to historical and natural inevitability, a Zeitgeist, in the representation of its ideas. In the second half of the 19th century, Realism was offered as a polar opposite to Romanticism.[13] The decline of Romanticism during this time was associated with multiple processes, including social and political changes."
211,336,Fishermen at Sea (or The Cholmeley Sea Piece),https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Joseph+Mallord+William+Turner/Fishermen+at+Sea+(or+The+Cholmeley+Sea+Piece).jpg,10.0,Joseph Mallord William Turner,Romanticism,"Romanticism (also known as the Romantic movement or Romantic era) was an artistic, literary, musical and intellectual movement that originated in Europe towards the end of the 18th century; in most areas it was at its peak in the approximate period from 1800 to 1850. Romanticism was characterized by its emphasis on emotion and individualism, clandestine literature, paganism, idealization of nature, suspicion of science and industrialization, as well as glorification of the past with a strong preference for the medieval rather than the classical.[1] It was partly a reaction to the Industrial Revolution,[2] the social and political norms of the Age of Enlightenment, but also the scientific rationalization of nature.[3] It was embodied most strongly in the visual arts, music and literature; it had a major impact on historiography,[4] education,[5] chess, social sciences and the natural sciences.[6] It had a significant and complex effect on politics, with romantic thinkers influencing conservatism, liberalism, radicalism and nationalism.[7]

The movement emphasized intense emotion as an authentic source of aesthetic experience, placing new emphasis on such emotions as fear, horror, terror and awe — especially that experienced in confronting the new aesthetic categories of the sublime and beauty of nature.[8][9] It elevated folk art and ancient custom to something noble, but also spontaneity as a desirable characteristic (as in the musical impromptu). In contrast to the rationalism and classicism of the Enlightenment, Romanticism revived medievalism[10] and elements of art and narrative perceived as authentically medieval in an attempt to escape population growth, early urban sprawl, and industrialism.

Although the movement was rooted in the German Sturm und Drang movement, which preferred intuition and emotion to the rationalism of the Enlightenment,[11] the events and ideologies of the French Revolution were also proximate factors since many of the early Romantics were cultural revolutionaries and sympathetic to the revolution.[12] Romanticism assigned a high value to the achievements of ""heroic"" individualists and artists, whose examples, it maintained, would raise the quality of society. It also promoted the individual imagination as a critical authority allowed of freedom from classical notions of form in art. There was a strong recourse to historical and natural inevitability, a Zeitgeist, in the representation of its ideas. In the second half of the 19th century, Realism was offered as a polar opposite to Romanticism.[13] The decline of Romanticism during this time was associated with multiple processes, including social and political changes."
217,342,Chichester Canal,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Joseph+Mallord+William+Turner/Chichester+Canal.jpg,10.0,Joseph Mallord William Turner,Romanticism,"Romanticism (also known as the Romantic movement or Romantic era) was an artistic, literary, musical and intellectual movement that originated in Europe towards the end of the 18th century; in most areas it was at its peak in the approximate period from 1800 to 1850. Romanticism was characterized by its emphasis on emotion and individualism, clandestine literature, paganism, idealization of nature, suspicion of science and industrialization, as well as glorification of the past with a strong preference for the medieval rather than the classical.[1] It was partly a reaction to the Industrial Revolution,[2] the social and political norms of the Age of Enlightenment, but also the scientific rationalization of nature.[3] It was embodied most strongly in the visual arts, music and literature; it had a major impact on historiography,[4] education,[5] chess, social sciences and the natural sciences.[6] It had a significant and complex effect on politics, with romantic thinkers influencing conservatism, liberalism, radicalism and nationalism.[7]

The movement emphasized intense emotion as an authentic source of aesthetic experience, placing new emphasis on such emotions as fear, horror, terror and awe — especially that experienced in confronting the new aesthetic categories of the sublime and beauty of nature.[8][9] It elevated folk art and ancient custom to something noble, but also spontaneity as a desirable characteristic (as in the musical impromptu). In contrast to the rationalism and classicism of the Enlightenment, Romanticism revived medievalism[10] and elements of art and narrative perceived as authentically medieval in an attempt to escape population growth, early urban sprawl, and industrialism.

Although the movement was rooted in the German Sturm und Drang movement, which preferred intuition and emotion to the rationalism of the Enlightenment,[11] the events and ideologies of the French Revolution were also proximate factors since many of the early Romantics were cultural revolutionaries and sympathetic to the revolution.[12] Romanticism assigned a high value to the achievements of ""heroic"" individualists and artists, whose examples, it maintained, would raise the quality of society. It also promoted the individual imagination as a critical authority allowed of freedom from classical notions of form in art. There was a strong recourse to historical and natural inevitability, a Zeitgeist, in the representation of its ideas. In the second half of the 19th century, Realism was offered as a polar opposite to Romanticism.[13] The decline of Romanticism during this time was associated with multiple processes, including social and political changes."
219,344,"The Eruption of the Soufriere Mountains in the Island of St. Vincent, 30th April 1812",https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Joseph+Mallord+William+Turner/The+Eruption+of+the+Soufriere+Mountains+in+the+Island+of+St.+Vincent%2C+30th+April+1812.jpg,10.0,Joseph Mallord William Turner,Romanticism,"Romanticism (also known as the Romantic movement or Romantic era) was an artistic, literary, musical and intellectual movement that originated in Europe towards the end of the 18th century; in most areas it was at its peak in the approximate period from 1800 to 1850. Romanticism was characterized by its emphasis on emotion and individualism, clandestine literature, paganism, idealization of nature, suspicion of science and industrialization, as well as glorification of the past with a strong preference for the medieval rather than the classical.[1] It was partly a reaction to the Industrial Revolution,[2] the social and political norms of the Age of Enlightenment, but also the scientific rationalization of nature.[3] It was embodied most strongly in the visual arts, music and literature; it had a major impact on historiography,[4] education,[5] chess, social sciences and the natural sciences.[6] It had a significant and complex effect on politics, with romantic thinkers influencing conservatism, liberalism, radicalism and nationalism.[7]

The movement emphasized intense emotion as an authentic source of aesthetic experience, placing new emphasis on such emotions as fear, horror, terror and awe — especially that experienced in confronting the new aesthetic categories of the sublime and beauty of nature.[8][9] It elevated folk art and ancient custom to something noble, but also spontaneity as a desirable characteristic (as in the musical impromptu). In contrast to the rationalism and classicism of the Enlightenment, Romanticism revived medievalism[10] and elements of art and narrative perceived as authentically medieval in an attempt to escape population growth, early urban sprawl, and industrialism.

Although the movement was rooted in the German Sturm und Drang movement, which preferred intuition and emotion to the rationalism of the Enlightenment,[11] the events and ideologies of the French Revolution were also proximate factors since many of the early Romantics were cultural revolutionaries and sympathetic to the revolution.[12] Romanticism assigned a high value to the achievements of ""heroic"" individualists and artists, whose examples, it maintained, would raise the quality of society. It also promoted the individual imagination as a critical authority allowed of freedom from classical notions of form in art. There was a strong recourse to historical and natural inevitability, a Zeitgeist, in the representation of its ideas. In the second half of the 19th century, Realism was offered as a polar opposite to Romanticism.[13] The decline of Romanticism during this time was associated with multiple processes, including social and political changes."
224,349,"St. Catherines Hill, Guildford, Surrey, 1830",https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Joseph+Mallord+William+Turner/St.+Catherines+Hill%2C+Guildford%2C+Surrey%2C+1830.jpg,10.0,Joseph Mallord William Turner,Romanticism,"Romanticism (also known as the Romantic movement or Romantic era) was an artistic, literary, musical and intellectual movement that originated in Europe towards the end of the 18th century; in most areas it was at its peak in the approximate period from 1800 to 1850. Romanticism was characterized by its emphasis on emotion and individualism, clandestine literature, paganism, idealization of nature, suspicion of science and industrialization, as well as glorification of the past with a strong preference for the medieval rather than the classical.[1] It was partly a reaction to the Industrial Revolution,[2] the social and political norms of the Age of Enlightenment, but also the scientific rationalization of nature.[3] It was embodied most strongly in the visual arts, music and literature; it had a major impact on historiography,[4] education,[5] chess, social sciences and the natural sciences.[6] It had a significant and complex effect on politics, with romantic thinkers influencing conservatism, liberalism, radicalism and nationalism.[7]

The movement emphasized intense emotion as an authentic source of aesthetic experience, placing new emphasis on such emotions as fear, horror, terror and awe — especially that experienced in confronting the new aesthetic categories of the sublime and beauty of nature.[8][9] It elevated folk art and ancient custom to something noble, but also spontaneity as a desirable characteristic (as in the musical impromptu). In contrast to the rationalism and classicism of the Enlightenment, Romanticism revived medievalism[10] and elements of art and narrative perceived as authentically medieval in an attempt to escape population growth, early urban sprawl, and industrialism.

Although the movement was rooted in the German Sturm und Drang movement, which preferred intuition and emotion to the rationalism of the Enlightenment,[11] the events and ideologies of the French Revolution were also proximate factors since many of the early Romantics were cultural revolutionaries and sympathetic to the revolution.[12] Romanticism assigned a high value to the achievements of ""heroic"" individualists and artists, whose examples, it maintained, would raise the quality of society. It also promoted the individual imagination as a critical authority allowed of freedom from classical notions of form in art. There was a strong recourse to historical and natural inevitability, a Zeitgeist, in the representation of its ideas. In the second half of the 19th century, Realism was offered as a polar opposite to Romanticism.[13] The decline of Romanticism during this time was associated with multiple processes, including social and political changes."
225,375,Ceiling Of The Sistine Chapel Genesis The Fall And Expulsion From Paradise The Original Sin,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Michelangelo+Buonarroti/Ceiling+Of+The+Sistine+Chapel+Genesis+The+Fall+And+Expulsion+From+Paradise+The+Original+Sin.jpg,10.0,Michelangelo Buonarroti,Renaissance,"Renaissance art (1350 – 1620 AD[1]) is the painting, sculpture, and decorative arts of the period of European history known as the Renaissance, which emerged as a distinct style in Italy in about AD 1400, in parallel with developments which occurred in philosophy, literature, music, science, and technology. Renaissance art took as its foundation the art of Classical antiquity, perceived as the noblest of ancient traditions, but transformed that tradition by absorbing recent developments in the art of Northern Europe and by applying contemporary scientific knowledge. Along with Renaissance humanist philosophy, it spread throughout Europe, affecting both artists and their patrons with the development of new techniques and new artistic sensibilities. For art historians, Renaissance art marks the transition of Europe from the medieval period to the Early Modern age.


Sandro Botticelli, The Birth of Venus, c. 1485, Uffizi, Florence
The body of art, painting, sculpture, architecture, music and literature identified as ""Renaissance art"" was primarily produced during the 14th, 15th, and 16th centuries in Europe under the combined influences of an increased awareness of nature, a revival of classical learning, and a more individualistic view of man. Scholars no longer believe that the Renaissance marked an abrupt break with medieval values, as is suggested by the French word renaissance, literally meaning ""rebirth"". In many parts of Europe, Early Renaissance art was created in parallel with Late Medieval art."
226,376,Pietà,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Michelangelo+Buonarroti/Piet%C3%A0.jpg,10.0,Michelangelo Buonarroti,Renaissance,"Renaissance art (1350 – 1620 AD[1]) is the painting, sculpture, and decorative arts of the period of European history known as the Renaissance, which emerged as a distinct style in Italy in about AD 1400, in parallel with developments which occurred in philosophy, literature, music, science, and technology. Renaissance art took as its foundation the art of Classical antiquity, perceived as the noblest of ancient traditions, but transformed that tradition by absorbing recent developments in the art of Northern Europe and by applying contemporary scientific knowledge. Along with Renaissance humanist philosophy, it spread throughout Europe, affecting both artists and their patrons with the development of new techniques and new artistic sensibilities. For art historians, Renaissance art marks the transition of Europe from the medieval period to the Early Modern age.


Sandro Botticelli, The Birth of Venus, c. 1485, Uffizi, Florence
The body of art, painting, sculpture, architecture, music and literature identified as ""Renaissance art"" was primarily produced during the 14th, 15th, and 16th centuries in Europe under the combined influences of an increased awareness of nature, a revival of classical learning, and a more individualistic view of man. Scholars no longer believe that the Renaissance marked an abrupt break with medieval values, as is suggested by the French word renaissance, literally meaning ""rebirth"". In many parts of Europe, Early Renaissance art was created in parallel with Late Medieval art."
